archivo,carrera,nivel,codigo
malla_administracion_empresas,ADMINISTRACIÓN DE EMPRESAS,1,CSHD111
malla_administracion_empresas,ADMINISTRACIÓN DE EMPRESAS,1,ICOD111
malla_administracion_empresas,ADMINISTRACIÓN DE EMPRESAS,1,LAED132
malla_administracion_empresas,ADMINISTRACIÓN DE EMPRESAS,1,LAED142
malla_administracion_empresas,ADMINISTRACIÓN DE EMPRESAS,1,LAED153
malla_administracion_empresas,ADMINISTRACIÓN DE EMPRESAS,1,MATD113
malla_administracion_empresas,ADMINISTRACIÓN DE EMPRESAS,1,MATD123
malla_administracion_empresas,ADMINISTRACIÓN DE EMPRESAS,2,CSHD211
malla_administracion_empresas,ADMINISTRACIÓN DE EMPRESAS,2,LAED233
malla_administracion_empresas,ADMINISTRACIÓN DE EMPRESAS,2,LAED243
malla_administracion_empresas,ADMINISTRACIÓN DE EMPRESAS,2,LAED252
malla_administracion_empresas,ADMINISTRACIÓN DE EMPRESAS,2,MATD213
malla_administracion_empresas,ADMINISTRACIÓN DE EMPRESAS,2,MATD223
malla_administracion_empresas,ADMINISTRACIÓN DE EMPRESAS,3,CSHD300
malla_administracion_empresas,ADMINISTRACIÓN DE EMPRESAS,3,LAED313
malla_administracion_empresas,ADMINISTRACIÓN DE EMPRESAS,3,LAED323
malla_administracion_empresas,ADMINISTRACIÓN DE EMPRESAS,3,LAED333
malla_administracion_empresas,ADMINISTRACIÓN DE EMPRESAS,3,LAED343
malla_administracion_empresas,ADMINISTRACIÓN DE EMPRESAS,3,LAED352
malla_administracion_empresas,ADMINISTRACIÓN DE EMPRESAS,4,CSHD400
malla_administracion_empresas,ADMINISTRACIÓN DE EMPRESAS,4,LAED412
malla_administracion_empresas,ADMINISTRACIÓN DE EMPRESAS,4,LAED423
malla_administracion_empresas,ADMINISTRACIÓN DE EMPRESAS,4,LAED433
malla_administracion_empresas,ADMINISTRACIÓN DE EMPRESAS,4,LAED443
malla_administracion_empresas,ADMINISTRACIÓN DE EMPRESAS,4,LAED453
malla_administracion_empresas,ADMINISTRACIÓN DE EMPRESAS,5,LAED513
malla_administracion_empresas,ADMINISTRACIÓN DE EMPRESAS,5,LAED522
malla_administracion_empresas,ADMINISTRACIÓN DE EMPRESAS,5,LAED533
malla_administracion_empresas,ADMINISTRACIÓN DE EMPRESAS,5,LAED543
malla_administracion_empresas,ADMINISTRACIÓN DE EMPRESAS,5,LAED552
malla_administracion_empresas,ADMINISTRACIÓN DE EMPRESAS,5,LAED562
malla_administracion_empresas,ADMINISTRACIÓN DE EMPRESAS,6,LAED613
malla_administracion_empresas,ADMINISTRACIÓN DE EMPRESAS,6,LAED622
malla_administracion_empresas,ADMINISTRACIÓN DE EMPRESAS,6,LAED633
malla_administracion_empresas,ADMINISTRACIÓN DE EMPRESAS,6,LAED643
malla_administracion_empresas,ADMINISTRACIÓN DE EMPRESAS,6,LAED652
malla_administracion_empresas,ADMINISTRACIÓN DE EMPRESAS,6,LAED662
malla_administracion_empresas,ADMINISTRACIÓN DE EMPRESAS,7,LAED713
malla_administracion_empresas,ADMINISTRACIÓN DE EMPRESAS,7,LAED723
malla_administracion_empresas,ADMINISTRACIÓN DE EMPRESAS,7,LAED733
malla_administracion_empresas,ADMINISTRACIÓN DE EMPRESAS,7,LAED743
malla_administracion_empresas,ADMINISTRACIÓN DE EMPRESAS,7,LAED753
malla_administracion_empresas,ADMINISTRACIÓN DE EMPRESAS,8,LAED812
malla_administracion_empresas,ADMINISTRACIÓN DE EMPRESAS,8,LAED822
malla_administracion_empresas,ADMINISTRACIÓN DE EMPRESAS,8,LAED833
malla_administracion_empresas,ADMINISTRACIÓN DE EMPRESAS,8,LAED842
malla_administracion_empresas,ADMINISTRACIÓN DE EMPRESAS,8,LAED852
malla_administracion_empresas,ADMINISTRACIÓN DE EMPRESAS,8,LAED863
malla_administracion_empresas,ADMINISTRACIÓN DE EMPRESAS,8,TITD101
malla_administracion_empresas,ADMINISTRACIÓN DE EMPRESAS,9,LAED913
malla_administracion_empresas,ADMINISTRACIÓN DE EMPRESAS,9,PRLD105
malla_administracion_empresas,ADMINISTRACIÓN DE EMPRESAS,9,PSCD202
malla_administracion_empresas,ADMINISTRACIÓN DE EMPRESAS,9,TITD201
